order_id,customer_id,product_id,order_date,quantity,discount
125,760,108,2023-05-08,1,0.0
126,1698,140,2023-11-10,3,0.1
127,1800,50,2023-11-28,1,0.0
128,1561,72,2023-05-30,4,0.0
129,1690,139,2024-03-29,5,0.0
130,1243,103,2023-02-05,5,0.0
131,1462,83,2024-11-15,4,0.0
132,766,23,2024-02-24,5,0.15
133,727,88,2023-01-22,3,0.1
134,1193,143,2023-07-25,2,0.0
135,1616,63,2024-09-30,3,0.15
136,72,148,2023-12-22,2,0.0
137,1599,89,2024-03-15,3,0.1
138,990,10,2024-12-29,3,0.0
139,456,112,2023-04-06,2,0.15
140,1099,189,2023-06-13,4,0.1
141,1287,175,2023-05-28,4,0.1
142,1493,118,2024-06-13,4,0.1
143,610,49,2023-10-21,4,0.0
144,597,49,2023-07-14,3,0.2
145,837,76,2024-10-24,3,0.0
146,1842,33,2024-04-24,1,0.15
147,939,87,2023-05-03,5,0.0
148,890,78,2024-02-04,1,0.2
149,785,23,2024-11-29,5,0.0
150,1685,181,2024-03-27,5,0.2
151,518,37,2024-10-22,3,0.05
152,1645,22,2023-04-14,4,0.05
153,1223,130,2024-04-06,2,0.0
154,843,148,2024-12-18,3,0.0
155,1362,5,2024-12-10,2,0.0
156,38,3,2024-01-31,1,0.0
157,319,82,2023-12-03,4,0.05
158,640,12,2024-08-21,1,0.05
159,140,160,2023-05-22,4,0.0
160,1272,186,2023-11-13,3,0.0
161,918,199,2024-12-11,2,0.05
162,1795,70,2024-07-11,4,0.2
163,1683,40,2024-06-10,5,0.2
164,427,101,2024-07-09,3,0.0
165,855,134,2024-02-05,3,0.0
166,1219,63,2024-11-11,4,0.15
167,215,153,2023-11-06,4,0.0
168,1913,91,2024-05-09,1,0.0
169,1777,197,2024-07-09,3,0.0
170,645,83,2024-09-01,5,0.1
171,541,50,2023-04-19,2,0.15
172,1634,168,2024-01-07,5,0.0
173,876,1,2024-09-07,2,0.2
174,389,174,2023-07-25,1,0.05
175,1453,73,2023-02-12,4,0.15
176,1718,167,2023-09-02,2,0.15
177,152,138,2023-10-14,5,0.05
178,1127,113,2023-12-21,4,0.0
179,1429,49,2024-04-20,5,0.15
180,1312,14,2023-03-24,1,0.0
181,747,46,2023-04-20,1,0.2
182,133,40,2023-07-09,5,0.15
183,1470,114,2023-09-08,5,0.0
184,1426,147,2024-12-24,5,0.1
185,742,17,2023-10-18,2,0.0
186,1059,174,2024-10-06,3,0.0
187,1894,114,2023-07-20,3,0.0
188,592,193,2023-11-22,3,0.05
189,867,70,2024-05-25,2,0.0
190,754,38,2024-02-13,3,0.2
191,344,102,2024-08-29,3,0.1
192,484,103,2024-05-22,3,0.1
193,1669,125,2024-08-23,5,0.05
194,1545,145,2023-03-13,2,0.0
195,388,73,2023-09-04,5,0.0
196,1789,125,2024-10-02,5,0.05
197,545,11,2024-12-24,4,0.1
198,859,53,2024-08-30,2,0.15
199,918,120,2024-08-09,1,0.2
200,699,146,2024-07-19,2,0.0
201,1035,109,2023-12-10,3,0.1
202,581,135,2023-02-23,1,0.05
203,1162,163,2024-12-30,5,0.0
204,131,172,2024-06-11,2,0.0
205,1423,71,2024-09-02,3,0.15
206,1275,39,2024-06-15,1,0.15
207,1659,11,2024-07-11,4,0.0
208,366,125,2023-07-12,4,0.15
209,421,10,2023-02-27,2,0.0
210,424,128,2024-03-12,4,0.0
211,1809,98,2023-04-21,3,0.0
212,1940,88,2023-05-09,1,0.15
213,1779,76,2024-12-06,2,0.2
214,1924,137,2023-11-22,3,0.15
215,162,102,2023-01-08,2,0.0
216,95,110,2023-01-29,4,0.05
217,1186,8,2023-04-22,3,0.05
218,835,176,2024-11-03,4,0.0
219,1820,21,2023-05-11,4,0.1
220,1385,97,2023-07-07,3,0.05
221,1253,89,2024-11-05,1,0.0
222,1140,103,2024-12-09,5,0.2
223,221,6,2024-04-19,1,0.1
224,463,59,2023-12-30,1,0.15
225,1956,196,2023-07-23,1,0.2
226,931,23,2023-07-31,2,0.2
227,681,73,2024-09-12,5,0.05
228,1339,100,2023-10-03,2,0.2
229,1354,118,2023-03-14,2,0.2
230,657,163,2024-11-09,4,0.0
231,286,140,2023-08-31,2,0.15
232,1206,199,2023-04-12,1,0.2
233,820,185,2024-11-15,1,0.05
234,456,157,2023-06-20,4,0.15
235,919,67,2024-10-14,5,0.2
236,275,61,2023-07-07,3,0.15
237,37,61,2024-03-16,3,0.0
238,443,118,2023-03-27,5,0.15
239,875,30,2024-04-20,5,0.1
240,1060,27,2023-02-21,2,0.15
241,68,124,2023-04-21,2,0.05
242,1434,30,2023-02-12,2,0.15
243,360,100,2023-07-30,1,0.2
244,1145,183,2023-07-19,5,0.0
245,1691,151,2024-09-18,5,0.0
246,717,37,2023-01-26,2,0.0
247,1982,154,2023-10-26,5,0.0
248,1982,164,2023-03-18,1,0.1
249,948,63,2023-05-17,5,0.0
250,1580,165,2023-01-20,3,0.2
251,482,179,2024-03-15,1,0.0
252,289,68,2023-07-30,2,0.05
253,1902,93,2024-07-04,4,0.0
254,90,108,2024-03-10,3,0.15
255,212,191,2023-07-26,1,0.0
256,575,37,2024-03-14,4,0.0
257,1096,97,2024-10-27,1,0.2
258,848,115,2023-02-11,3,0.0
259,1989,31,2024-02-15,5,0.0
260,290,153,2024-06-06,2,0.15
261,367,153,2024-09-01,1,0.0
262,27,105,2024-03-02,2,0.0
263,420,174,2023-10-02,1,0.2
264,900,30,2024-03-23,1,0.0
265,1386,148,2024-01-04,4,0.0
266,1589,23,2023-08-08,3,0.1
267,1778,127,2024-07-30,1,0.0
268,1479,129,2023-08-20,4,0.0
269,805,143,2023-11-24,3,0.0
270,612,21,2024-03-18,3,0.1
271,472,30,2023-02-21,1,0.0
272,1615,11,2024-01-11,3,0.15
273,1970,114,2023-09-20,3,0.0
274,369,180,2023-09-24,5,0.2
275,1350,158,2023-12-25,2,0.0
276,410,137,2023-11-13,5,0.0
277,1626,69,2023-11-20,3,0.05
278,1912,47,2024-10-27,5,0.05
279,1527,162,2024-10-13,5,0.1
280,1049,33,2024-07-16,4,0.15
281,161,122,2024-09-20,2,0.05
282,1219,65,2024-02-25,1,0.0
283,1737,179,2023-02-15,1,0.0
284,1445,159,2024-08-22,4,0.0
285,678,123,2024-12-20,1,0.15
286,1758,56,2023-09-26,5,0.15
287,1819,199,2024-08-23,3,0.15
288,13,45,2024-01-16,5,0.2
289,1431,33,2023-04-28,5,0.0
290,1987,106,2024-07-19,4,0.15
291,1879,51,2023-04-26,2,0.0
292,1379,133,2024-09-21,5,0.2
293,1270,38,2023-09-17,4,0.0
294,88,133,2023-03-16,4,0.15
295,439,56,2024-04-24,3,0.0
296,421,81,2023-11-01,4,0.0
297,1676,199,2023-01-07,5,0.0
298,1846,89,2024-01-01,1,0.05
299,1280,153,2024-09-25,1,0.15
300,1300,195,2024-06-06,5,0.15
301,1682,52,2023-12-14,1,0.0
302,1031,36,2024-03-13,3,0.2
303,500,120,2023-08-03,2,0.05
304,246,151,2024-03-04,4,0.1
305,346,136,2024-05-12,2,0.2
306,1228,159,2024-06-23,1,0.0
307,1506,63,2024-01-02,2,0.0
308,1776,21,2023-11-09,3,0.1
309,480,99,2024-06-21,1,0.2
310,1118,105,2023-02-23,4,0.2
311,898,106,2024-06-24,5,0.0
312,1334,122,2024-04-11,3,0.0
313,520,50,2023-06-13,1,0.15
314,1953,157,2023-11-30,3,0.0
315,430,60,2024-06-30,5,0.0
316,170,195,2023-12-14,4,0.15
317,119,44,2023-09-30,2,0.0
318,758,2,2024-12-20,3,0.15
319,1664,108,2024-02-18,5,0.05
320,1758,105,2024-05-14,3,0.2
321,63,98,2023-04-03,5,0.0
322,1141,143,2024-11-15,3,0.1
323,109,167,2023-03-20,5,0.1
324,746,168,2024-09-13,2,0.0
325,1517,175,2023-08-05,3,0.2
326,717,52,2023-12-24,2,0.0
327,1624,88,2024-09-09,5,0.0
328,417,134,2024-05-21,3,0.0
329,1349,198,2024-07-12,3,0.15
330,892,176,2023-06-30,5,0.15
331,1264,186,2024-07-29,2,0.0
332,710,101,2023-09-03,5,0.0
333,1540,131,2023-09-01,4,0.1
334,618,96,2024-05-20,5,0.05
335,1643,174,2024-02-26,2,0.05
336,252,146,2023-11-16,4,0.15
337,1210,184,2023-03-28,4,0.0
338,738,92,2023-08-05,4,0.0
339,1437,161,2024-05-04,4,0.0
340,504,145,2024-06-02,3,0.15
341,1557,32,2023-10-05,1,0.15
342,154,76,2024-12-22,5,0.1
343,224,101,2023-06-18,4,0.0
344,598,130,2023-11-26,3,0.05
345,1577,154,2024-10-11,2,0.0
346,846,167,2024-03-16,4,0.15
347,1442,191,2024-01-26,4,0.1
348,1509,145,2024-05-10,2,0.2
349,684,116,2024-01-16,1,0.05
350,1921,100,2023-11-02,1,0.05
351,1696,34,2024-11-03,3,0.0
352,160,19,2024-05-27,2,0.05
353,1075,62,2023-07-07,1,0.05
354,1654,160,2024-05-30,4,0.05
355,1304,50,2024-10-05,4,0.15
356,172,86,2024-03-02,5,0.15
357,981,45,2024-05-16,5,0.0
358,332,182,2024-12-30,1,0.0
359,1620,122,2023-09-17,5,0.1
360,1317,82,2024-05-27,3,0.15
361,1876,115,2023-03-12,5,0.0
362,66,88,2024-04-22,3,0.2
363,1294,1,2023-06-27,4,0.0
364,1937,66,2024-04-01,1,0.2
365,1368,168,2023-07-08,3,0.15
366,271,152,2023-10-18,1,0.0
367,1085,52,2024-06-03,5,0.1
368,689,2,2023-10-19,3,0.2
369,1890,189,2024-09-26,2,0.0
370,629,155,2023-10-10,5,0.05
371,1160,194,2024-06-27,1,0.15
372,1002,87,2024-01-12,5,0.05
373,259,161,2024-10-19,4,0.15
374,1280,162,2023-06-05,2,0.0
375,331,190,2024-05-22,1,0.15
376,1947,32,2024-02-17,2,0.15
377,1417,3,2024-06-11,2,0.0
378,783,55,2023-12-21,2,0.05
379,1568,27,2024-07-12,1,0.2
380,1278,8,2023-07-06,4,0.15
381,267,20,2023-01-31,2,0.0
382,1923,180,2023-09-17,2,0.1
383,794,17,2024-02-25,3,0.1
384,1031,109,2024-06-12,5,0.0
385,860,33,2024-07-04,1,0.1
386,439,55,2023-10-31,1,0.1
387,551,73,2023-02-08,5,0.1
388,4,98,2024-05-03,4,0.2
389,1566,108,2024-10-05,3,0.1
390,678,199,2024-06-25,3,0.0
391,307,144,2024-10-31,1,0.15
392,462,91,2023-10-05,3,0.0
393,1572,79,2023-07-22,5,0.0
394,1375,64,2023-03-07,2,0.0
395,1523,88,2023-04-18,1,0.05
396,1235,101,2023-09-25,1,0.05
397,1137,113,2023-08-10,1,0.0
398,117,168,2024-06-13,3,0.0
399,1340,186,2023-03-31,1,0.15
400,563,83,2024-11-23,1,0.0
401,972,23,2023-09-12,4,0.2
402,1457,103,2024-03-30,1,0.1
403,1039,95,2023-09-10,5,0.15
404,201,94,2023-09-14,3,0.0
405,1371,7,2024-01-18,1,0.0
406,124,187,2024-03-17,5,0.2
407,1876,109,2024-08-21,3,0.2
408,156,59,2023-03-31,3,0.1
409,409,114,2024-01-25,1,0.0
410,1232,3,2024-08-04,3,0.0
411,466,112,2023-02-13,5,0.0
412,754,30,2024-12-12,4,0.1
413,1188,138,2024-10-25,2,0.0
414,772,98,2024-08-20,1,0.0
415,1301,13,2023-01-19,3,0.15
416,1883,167,2023-04-11,4,0.0
417,1729,77,2024-08-29,5,0.2
418,837,192,2023-12-23,3,0.0
419,1004,25,2024-06-25,5,0.15
420,750,169,2023-02-02,2,0.0
421,394,168,2023-08-17,3,0.05
422,50,62,2024-06-07,2,0.15
423,725,40,2024-09-21,5,0.15
424,1802,162,2023-06-04,2,0.1
425,1626,79,2024-02-27,4,0.05
426,144,3,2023-09-03,4,0.15
427,166,180,2024-02-09,5,0.0
428,1091,46,2024-06-24,3,0.2
429,1044,86,2023-06-10,5,0.15
430,623,98,2024-12-02,2,0.1
431,69,69,2023-04-27,1,0.0
432,454,41,2023-09-28,1,0.0
433,25,60,2024-11-22,4,0.15
434,1881,157,2024-05-01,4,0.0
435,310,136,2023-06-21,1,0.0
436,12,98,2023-10-01,2,0.0
437,577,4,2023-09-16,5,0.0
438,694,25,2023-05-15,3,0.1
439,234,178,2024-11-13,1,0.2
440,835,151,2024-12-22,2,0.1
441,917,153,2024-02-26,5,0.0
442,1157,98,2024-02-25,1,0.1
443,1722,70,2023-07-05,3,0.15
444,591,98,2023-12-30,5,0.1
445,1668,149,2024-08-29,2,0.0
446,1299,108,2024-01-13,3,0.0
447,849,94,2024-06-06,1,0.0
448,1847,123,2024-08-02,4,0.2
449,1853,56,2024-12-22,4,0.1
450,1736,3,2023-07-15,2,0.05
451,613,79,2023-04-08,4,0.0
452,152,149,2024-08-27,5,0.0
453,1476,177,2023-01-22,4,0.1
454,216,46,2024-03-25,4,0.15
455,659,126,2023-06-21,5,0.0
456,1816,119,2024-01-18,2,0.0
457,310,78,2023-05-14,1,0.0
458,1257,68,2024-03-01,2,0.2
459,1517,31,2023-01-25,4,0.15
460,149,46,2024-05-17,2,0.1
461,337,172,2023-07-04,1,0.15
462,1480,45,2023-03-26,5,0.05
463,1503,177,2024-07-20,5,0.2
464,507,4,2023-05-24,5,0.2
465,1299,125,2024-11-09,2,0.1
466,971,185,2024-02-16,4,0.2
467,1205,56,2023-08-12,5,0.15
468,1006,166,2023-08-08,4,0.0
469,434,6,2023-06-28,3,0.1
470,1175,82,2024-09-22,5,0.15
471,1829,152,2024-03-08,1,0.0
472,1820,180,2023-09-22,4,0.0
473,1495,39,2024-03-04,3,0.05
474,204,111,2024-10-23,5,0.1
475,1616,73,2024-02-20,4,0.2
476,464,165,2024-03-28,4,0.05
477,974,98,2024-12-27,3,0.05
478,327,162,2023-07-16,1,0.0
479,149,127,2024-07-07,2,0.0
480,1301,40,2023-02-22,1,0.05
481,1961,168,2024-04-24,2,0.2
482,35,37,2024-03-18,1,0.1
483,1902,126,2023-11-26,1,0.0
484,1240,50,2023-09-08,5,0.05
485,1,11,2023-05-03,4,0.15
486,1742,59,2024-01-22,1,0.15
487,468,154,2023-12-05,4,0.0
488,604,188,2023-12-14,4,0.0
489,466,8,2023-01-29,4,0.15
490,451,28,2023-02-04,4,0.2
491,603,60,2024-06-01,1,0.1
492,70,89,2024-01-31,2,0.0
493,1668,10,2024-09-14,4,0.2
494,257,63,2023-10-21,4,0.15
495,1941,189,2024-08-11,5,0.05
496,867,75,2023-12-15,1,0.15
497,1021,154,2023-05-27,1,0.1
498,92,151,2023-03-08,1,0.0
499,594,191,2024-06-03,2,0.0
500,372,147,2023-05-02,4,0.15
501,893,146,2023-12-06,3,0.0
502,1844,178,2023-06-24,2,0.0
503,99,147,2024-11-21,4,0.0
504,510,15,2024-08-19,5,0.15
505,1589,16,2024-03-26,3,0.1
506,1877,148,2024-07-10,5,0.05
507,1616,147,2023-05-16,1,0.0
508,1848,199,2023-01-16,2,0.0
509,986,147,2023-11-29,3,0.0
510,1895,88,2023-07-14,3,0.15
511,1531,31,2024-05-10,1,0.0
512,969,180,2023-01-09,4,0.15
513,1367,176,2023-11-30,3,0.15
514,962,8,2023-11-29,2,0.05
515,1987,50,2023-11-23,2,0.2
516,246,189,2023-01-15,5,0.1
517,801,88,2024-09-05,2,0.0
518,1496,136,2023-08-14,1,0.0
519,279,13,2024-02-29,2,0.0
520,774,147,2024-02-12,2,0.1
521,853,178,2023-04-23,1,0.05
522,1534,151,2024-03-03,4,0.05
523,431,185,2023-01-01,3,0.15
524,442,106,2023-09-23,1,0.0
525,1285,97,2024-05-05,4,0.0
526,1869,158,2023-07-27,1,0.2
527,1768,157,2024-09-13,1,0.0
528,1784,61,2024-12-12,5,0.0
529,1279,35,2024-01-04,3,0.0
530,1485,137,2023-11-02,3,0.0
531,1619,200,2023-01-12,5,0.2
532,265,112,2023-12-11,3,0.0
533,515,25,2024-04-09,3,0.0
534,445,121,2024-11-30,2,0.15
535,223,106,2024-10-27,1,0.0
536,762,64,2024-05-08,3,0.15
537,192,115,2024-01-03,4,0.05
538,558,110,2024-02-24,5,0.05
539,1464,37,2023-06-20,3,0.15
540,807,38,2023-05-14,4,0.0
541,269,8,2024-03-02,1,0.15
542,1065,75,2023-01-25,1,0.05
543,651,168,2024-06-13,1,0.0
544,41,23,2023-07-09,3,0.0
545,1355,173,2023-05-21,2,0.15
546,1199,129,2024-07-08,3,0.2
547,433,177,2024-10-19,2,0.0
548,1473,9,2023-11-11,5,0.15
549,803,40,2024-03-19,2,0.15
550,931,156,2023-11-15,4,0.1
551,323,97,2024-03-16,1,0.2
552,900,96,2023-04-02,3,0.1
553,1304,136,2023-06-28,2,0.2
554,1118,37,2023-02-25,1,0.2
555,864,199,2023-06-04,1,0.05
556,881,18,2024-11-02,2,0.0
557,340,112,2023-04-21,5,0.15
558,420,196,2023-05-17,1,0.15
559,1229,77,2023-08-20,5,0.0
560,568,75,2024-04-12,5,0.0
561,743,80,2024-04-25,3,0.05
562,260,44,2023-03-09,2,0.05
563,732,78,2023-09-06,4,0.2
564,680,144,2023-11-19,4,0.0
565,683,180,2024-06-01,3,0.05
566,1011,181,2024-03-07,2,0.05
567,1850,18,2024-05-01,5,0.0
568,1854,168,2024-08-28,5,0.05
569,1415,189,2024-03-04,5,0.05
570,1673,25,2023-09-26,4,0.05
571,1302,35,2024-12-09,4,0.0
572,1796,71,2024-06-20,4,0.0
573,896,27,2023-05-28,1,0.15
574,932,138,2023-04-28,3,0.2
575,481,75,2024-01-02,4,0.0
576,1990,148,2023-03-07,1,0.0
577,1475,161,2024-01-05,4,0.05
578,291,80,2023-06-24,1,0.0
579,801,139,2024-08-10,4,0.0
580,647,197,2024-05-09,1,0.1
581,105,67,2023-04-24,1,0.0
582,1763,187,2023-04-21,2,0.1
583,1975,194,2024-03-14,4,0.1
584,1401,181,2024-12-15,3,0.2
585,1967,166,2023-05-27,4,0.15
586,190,138,2023-02-04,3,0.0
587,1219,6,2023-11-05,1,0.0
588,1600,95,2024-06-21,5,0.15
589,377,162,2023-01-14,2,0.15
590,683,49,2024-01-09,2,0.0
591,1042,32,2024-07-10,2,0.15
592,259,29,2024-03-03,3,0.05
593,827,122,2024-12-28,1,0.1
594,372,193,2023-08-21,3,0.05
595,1726,161,2024-12-05,5,0.05
596,1831,17,2024-07-16,2,0.2
597,987,98,2024-12-26,3,0.1
598,832,49,2024-10-24,5,0.0
599,969,144,2024-03-15,4,0.2
600,1789,135,2024-05-16,5,0.0
601,593,13,2023-10-02,5,0.2
602,60,132,2023-03-17,1,0.0
603,105,63,2024-03-14,3,0.05
604,1450,197,2024-11-29,3,0.15
605,877,124,2023-10-16,2,0.1
606,1285,73,2024-06-23,5,0.05
607,1791,76,2024-11-22,5,0.1
608,1070,78,2023-09-10,5,0.0
609,644,15,2023-05-06,4,0.1
610,1550,133,2023-06-26,5,0.2
611,1501,42,2023-02-06,5,0.0
612,267,18,2024-02-14,4,0.0
613,956,72,2024-09-02,2,0.15
614,1558,136,2024-09-01,1,0.1
615,1130,68,2023-05-07,2,0.1
616,1541,115,2024-04-27,3,0.2
617,1717,154,2023-06-17,5,0.0
618,1420,75,2024-08-14,4,0.2
619,1173,70,2023-10-21,3,0.15
620,1871,161,2024-09-29,2,0.0
621,280,22,2023-12-09,3,0.0
622,525,69,2023-11-06,1,0.0
623,864,129,2024-10-23,5,0.2
624,26,86,2024-06-11,4,0.0
625,552,35,2024-06-23,2,0.05
626,1306,184,2024-02-23,5,0.05
627,1508,126,2024-03-19,3,0.0
628,1965,67,2024-11-15,1,0.0
629,798,131,2024-07-11,3,0.2
630,1088,199,2023-08-24,1,0.1
631,111,129,2024-03-14,1,0.0
632,1865,42,2023-08-02,2,0.0
633,1112,58,2023-03-26,4,0.0
634,1660,88,2023-03-26,1,0.15
635,422,96,2024-05-03,3,0.0
636,1682,85,2023-03-06,5,0.0
637,905,192,2024-10-07,4,0.05
638,726,4,2024-10-24,2,0.1
639,1464,17,2024-09-18,5,0.0
640,1152,77,2023-03-05,1,0.0
641,294,99,2023-12-09,1,0.1
642,1173,168,2023-12-18,1,0.05
643,1351,162,2023-06-07,4,0.0
644,1164,184,2024-08-11,1,0.2
645,804,11,2024-05-05,5,0.15
646,1146,40,2024-10-19,5,0.1
647,1547,141,2024-04-07,1,0.0
648,384,152,2023-08-13,4,0.15
649,1987,100,2023-11-09,3,0.0
650,283,34,2024-09-06,5,0.0
651,764,136,2024-04-10,2,0.0
652,1471,135,2023-03-29,4,0.2
653,967,62,2023-10-30,3,0.15
654,194,46,2024-11-10,2,0.0
655,842,199,2024-03-10,5,0.15
656,1731,127,2024-11-12,4,0.0
657,1617,126,2023-05-15,4,0.05
658,619,13,2023-02-19,5,0.05
659,1020,130,2024-03-07,4,0.0
660,1857,2,2023-12-06,5,0.1
661,1954,29,2023-12-13,4,0.15
662,1997,91,2024-10-07,5,0.0
663,206,82,2023-12-13,4,0.0
664,1745,186,2024-10-10,1,0.15
665,639,2,2023-09-02,1,0.0
666,1570,187,2023-04-19,3,0.0
667,64,181,2024-06-16,3,0.1
668,1041,196,2023-03-31,5,0.1
669,1459,61,2023-10-23,1,0.1
670,1785,177,2023-04-22,3,0.2
671,1129,174,2024-08-11,5,0.2
672,1464,72,2023-06-26,4,0.05
673,1881,100,2023-12-09,1,0.1
674,1644,59,2024-10-21,5,0.2
675,1758,48,2023-04-11,5,0.2
676,1712,137,2024-09-20,2,0.0
677,228,146,2024-08-26,3,0.0
678,702,50,2024-02-05,5,0.15
679,1976,86,2023-01-28,5,0.15
680,395,155,2024-06-20,3,0.0
681,1237,160,2023-02-27,2,0.0
682,1940,66,2024-05-12,3,0.0
683,733,66,2023-10-24,2,0.15
684,1860,22,2023-05-14,2,0.2
685,1698,86,2023-11-27,1,0.0
686,298,152,2023-09-06,1,0.15
687,1449,91,2024-07-03,5,0.1
688,1021,141,2023-03-16,5,0.1
689,761,122,2024-10-15,5,0.0
690,702,143,2023-06-17,1,0.0
691,1425,112,2024-05-17,1,0.0
692,524,177,2023-12-21,3,0.0
693,1604,145,2023-08-13,5,0.0
694,553,39,2024-10-25,3,0.2
695,1422,87,2024-06-14,3,0.0
696,1284,4,2023-05-26,1,0.2
697,126,185,2023-08-29,3,0.0
698,226,15,2023-12-10,1,0.2
699,722,171,2023-02-04,1,0.0
700,333,124,2024-12-02,1,0.2
701,330,159,2023-01-01,4,0.0
702,910,6,2023-06-02,1,0.1
703,1289,187,2024-03-04,5,0.05
704,171,65,2024-05-22,2,0.0
705,916,86,2023-05-06,3,0.0
706,1,30,2024-05-05,5,0.0
707,876,58,2024-04-26,1,0.0
708,861,86,2023-12-11,5,0.05
709,1745,56,2023-08-09,5,0.0
710,241,197,2024-12-23,5,0.1
711,584,164,2023-01-25,4,0.2
712,1809,46,2024-06-11,2,0.15
713,601,129,2023-07-01,4,0.0
714,20,140,2024-05-13,1,0.1
715,1339,113,2024-10-02,5,0.0
