customer_id,customer_name,region,signup_date
127,Customer_127,West,2022-01-08
128,Customer_128,West,2023-05-23
129,Customer_129,North,2023-04-21
130,Customer_130,South,2022-10-24
131,Customer_131,South,2022-06-13
132,Customer_132,North,2023-04-30
133,Customer_133,North,2023-08-20
134,Customer_134,South,2022-03-13
135,Customer_135,West,2023-07-21
136,Customer_136,South,2023-07-13
137,Customer_137,South,2022-08-26
138,Customer_138,East,2022-04-14
139,Customer_139,South,2022-07-29
140,Customer_140,West,2023-07-08
141,Customer_141,West,2023-04-13
142,Customer_142,North,2023-03-30
143,Customer_143,South,2022-09-25
144,Customer_144,South,2023-01-21
145,Customer_145,North,2023-01-22
146,Customer_146,North,2022-09-16
147,Customer_147,East,2022-10-10
148,Customer_148,South,2023-09-18
149,Customer_149,North,2022-02-09
150,Customer_150,North,2023-05-01
151,Customer_151,West,2022-08-08
152,Customer_152,North,2022-05-09
153,Customer_153,North,2023-06-04
154,Customer_154,South,2023-09-05
155,Customer_155,West,2023-11-19
156,Customer_156,North,2023-09-11
157,Customer_157,East,2023-09-05
158,Customer_158,East,2022-09-17
159,Customer_159,North,2023-01-01
160,Customer_160,East,2023-06-28
161,Customer_161,South,2023-10-11
162,Customer_162,East,2023-06-08
163,Customer_163,East,2022-01-16
164,Customer_164,South,2022-05-09
165,Customer_165,North,2023-07-29
166,Customer_166,West,2022-04-19
167,Customer_167,South,2023-06-17
168,Customer_168,North,2023-11-01
169,Customer_169,North,2022-09-26
170,Customer_170,East,2022-06-11
171,Customer_171,East,2022-09-17
172,Customer_172,North,2022-04-12
173,Customer_173,South,2023-05-21
174,Customer_174,North,2023-07-25
175,Customer_175,East,2022-09-04
176,Customer_176,North,2023-10-02
177,Customer_177,East,2023-06-21
178,Customer_178,South,2022-05-11
179,Customer_179,West,2022-12-19
180,Customer_180,North,2022-07-15
181,Customer_181,South,2023-10-28
182,Customer_182,North,2023-01-17
183,Customer_183,West,2023-10-07
184,Customer_184,West,2022-08-15
185,Customer_185,North,2023-04-21
186,Customer_186,East,2023-04-22
187,Customer_187,West,2022-09-22
188,Customer_188,East,2023-01-07
189,Customer_189,South,2023-05-01
190,Customer_190,North,2023-03-10
191,Customer_191,North,2023-10-08
192,Customer_192,West,2022-07-30
193,Customer_193,West,2023-07-26
194,Customer_194,East,2023-01-12
195,Customer_195,South,2023-01-30
196,Customer_196,South,2023-03-26
197,Customer_197,East,2022-12-30
198,Customer_198,West,2023-04-02
199,Customer_199,West,2022-08-14
200,Customer_200,East,2022-05-11
201,Customer_201,East,2023-08-11
202,Customer_202,North,2023-04-21
203,Customer_203,North,2022-10-04
204,Customer_204,West,2022-06-05
205,Customer_205,East,2022-08-06
206,Customer_206,North,2022-07-09
207,Customer_207,North,2023-02-21
208,Customer_208,East,2023-11-06
209,Customer_209,North,2023-11-23
210,Customer_210,North,2023-06-30
211,Customer_211,South,2022-02-10
212,Customer_212,East,2022-11-03
213,Customer_213,East,2022-12-04
214,Customer_214,North,2022-11-10
215,Customer_215,East,2022-03-16
216,Customer_216,North,2022-10-06
217,Customer_217,South,2022-06-25
218,Customer_218,East,2023-10-24
219,Customer_219,East,2022-09-30
220,Customer_220,West,2023-09-12
221,Customer_221,East,2023-10-13
222,Customer_222,East,2022-10-16
223,Customer_223,North,2022-09-29
224,Customer_224,South,2022-03-07
225,Customer_225,North,2023-04-28
226,Customer_226,North,2022-09-05
227,Customer_227,West,2022-06-05
228,Customer_228,South,2022-02-16
229,Customer_229,West,2023-03-30
230,Customer_230,East,2022-07-20
231,Customer_231,East,2023-10-22
232,Customer_232,South,2022-05-04
233,Customer_233,East,2022-01-01
234,Customer_234,South,2023-10-02
235,Customer_235,North,2022-07-10
236,Customer_236,East,2023-08-02
237,Customer_237,North,2023-05-31
238,Customer_238,North,2023-03-18
239,Customer_239,East,2022-05-23
240,Customer_240,North,2022-07-10
241,Customer_241,West,2023-06-17
242,Customer_242,West,2022-08-15
243,Customer_243,West,2022-11-09
244,Customer_244,South,2023-09-21
245,Customer_245,North,2022-10-29
246,Customer_246,West,2023-10-16
247,Customer_247,South,2023-04-05
248,Customer_248,West,2023-02-05
249,Customer_249,West,2023-07-05
250,Customer_250,West,2023-01-28
251,Customer_251,North,2022-07-26
252,Customer_252,South,2022-07-29
253,Customer_253,West,2022-04-25
254,Customer_254,South,2023-10-08
255,Customer_255,North,2022-09-08
256,Customer_256,East,2022-08-07
257,Customer_257,West,2023-02-11
258,Customer_258,East,2023-03-19
259,Customer_259,East,2023-08-26
260,Customer_260,North,2022-12-20
261,Customer_261,East,2023-07-12
262,Customer_262,West,2023-07-04
263,Customer_263,North,2022-05-22
264,Customer_264,South,2023-09-04
265,Customer_265,West,2023-05-16
266,Customer_266,East,2023-07-01
267,Customer_267,East,2023-10-21
268,Customer_268,East,2023-06-26
269,Customer_269,South,2023-05-22
270,Customer_270,North,2023-08-19
271,Customer_271,West,2022-10-08
272,Customer_272,West,2023-02-28
273,Customer_273,West,2022-09-27
274,Customer_274,West,2022-06-03
275,Customer_275,South,2023-09-06
276,Customer_276,South,2023-10-24
277,Customer_277,East,2022-03-24
278,Customer_278,East,2023-09-14
279,Customer_279,East,2023-03-02
280,Customer_280,East,2022-10-02
281,Customer_281,West,2022-10-11
282,Customer_282,South,2022-06-22
283,Customer_283,South,2022-11-23
284,Customer_284,North,2022-03-04
285,Customer_285,East,2022-03-14
286,Customer_286,North,2023-09-28
287,Customer_287,South,2023-01-10
288,Customer_288,South,2023-09-25
289,Customer_289,North,2023-05-23
290,Customer_290,East,2023-02-02
291,Customer_291,North,2022-04-30
292,Customer_292,North,2023-03-13
293,Customer_293,West,2023-11-07
294,Customer_294,South,2023-04-10
295,Customer_295,North,2022-10-13
296,Customer_296,South,2022-09-22
297,Customer_297,East,2022-11-16
298,Customer_298,North,2023-11-04
299,Customer_299,East,2023-01-11
300,Customer_300,North,2022-03-30
301,Customer_301,North,2023-10-16
302,Customer_302,South,2022-07-22
303,Customer_303,South,2022-11-30
304,Customer_304,East,2022-08-10
305,Customer_305,East,2022-02-10
306,Customer_306,West,2022-03-09
307,Customer_307,South,2023-05-29
308,Customer_308,South,2023-09-29
309,Customer_309,East,2023-09-14
310,Customer_310,North,2023-08-21
311,Customer_311,South,2023-09-24
312,Customer_312,North,2022-05-07
313,Customer_313,North,2022-09-12
314,Customer_314,West,2023-11-26
315,Customer_315,West,2022-01-16
316,Customer_316,East,2023-04-22
317,Customer_317,South,2022-03-03
318,Customer_318,North,2023-03-08
319,Customer_319,North,2023-11-01
320,Customer_320,North,2022-09-25
321,Customer_321,South,2022-02-04
322,Customer_322,East,2023-07-30
323,Customer_323,East,2023-05-09
324,Customer_324,North,2023-07-16
325,Customer_325,West,2023-04-14
326,Customer_326,East,2023-10-23
327,Customer_327,East,2022-11-21
328,Customer_328,East,2022-10-31
329,Customer_329,South,2022-10-03
330,Customer_330,North,2023-11-15
331,Customer_331,South,2022-07-20
332,Customer_332,East,2023-03-21
333,Customer_333,North,2022-11-20
334,Customer_334,North,2022-02-04
335,Customer_335,North,2023-04-27
336,Customer_336,North,2023-04-25
337,Customer_337,West,2022-03-06
338,Customer_338,East,2022-01-08
339,Customer_339,South,2022-10-28
340,Customer_340,North,2022-12-09
341,Customer_341,South,2023-03-07
342,Customer_342,South,2023-02-28
343,Customer_343,North,2022-11-28
344,Customer_344,South,2023-03-14
345,Customer_345,South,2023-08-11
346,Customer_346,East,2022-06-23
347,Customer_347,East,2023-07-13
348,Customer_348,North,2023-06-11
349,Customer_349,South,2023-10-21
350,Customer_350,East,2022-01-26
351,Customer_351,South,2023-08-28
352,Customer_352,West,2023-02-10
353,Customer_353,East,2022-08-20
354,Customer_354,North,2023-06-17
355,Customer_355,North,2023-07-04
356,Customer_356,East,2023-05-20
357,Customer_357,North,2023-10-31
358,Customer_358,East,2022-06-28
359,Customer_359,West,2022-05-12
360,Customer_360,East,2023-03-31
361,Customer_361,South,2022-12-14
362,Customer_362,East,2023-06-24
363,Customer_363,South,2023-02-10
364,Customer_364,South,2022-03-17
365,Customer_365,West,2023-08-02
366,Customer_366,South,2023-05-07
367,Customer_367,West,2022-07-13
368,Customer_368,West,2022-06-11
369,Customer_369,North,2022-12-13
370,Customer_370,North,2022-12-27
371,Customer_371,North,2023-08-07
372,Customer_372,North,2022-03-28
373,Customer_373,North,2022-09-19
374,Customer_374,East,2022-08-02
375,Customer_375,North,2023-10-27
376,Customer_376,South,2023-07-27
377,Customer_377,West,2022-09-19
378,Customer_378,North,2022-10-10
379,Customer_379,West,2023-10-10
380,Customer_380,North,2023-04-12
381,Customer_381,North,2023-01-15
382,Customer_382,East,2022-12-28
383,Customer_383,East,2023-03-25
384,Customer_384,West,2023-03-17
385,Customer_385,East,2022-04-03
386,Customer_386,West,2023-09-13
387,Customer_387,North,2023-02-28
388,Customer_388,North,2022-05-22
389,Customer_389,East,2022-10-18
390,Customer_390,West,2023-03-08
391,Customer_391,West,2023-11-20
392,Customer_392,South,2023-10-15
393,Customer_393,South,2022-02-18
394,Customer_394,East,2022-10-29
395,Customer_395,South,2022-07-09
396,Customer_396,West,2022-05-16
397,Customer_397,West,2023-07-09
398,Customer_398,South,2023-02-08
399,Customer_399,East,2023-08-25
400,Customer_400,East,2022-12-07
401,Customer_401,North,2022-11-14
402,Customer_402,West,2023-09-10
403,Customer_403,South,2022-12-29
404,Customer_404,West,2023-01-17
405,Customer_405,South,2022-08-21
406,Customer_406,West,2022-12-10
407,Customer_407,South,2023-07-03
408,Customer_408,North,2023-07-07
409,Customer_409,West,2023-06-13
410,Customer_410,North,2023-07-25
411,Customer_411,South,2022-07-02
412,Customer_412,West,2022-02-10
413,Customer_413,West,2023-07-05
414,Customer_414,East,2023-02-01
415,Customer_415,East,2023-05-09
416,Customer_416,South,2023-10-21
417,Customer_417,North,2022-11-29
418,Customer_418,South,2022-05-07
419,Customer_419,East,2023-07-12
420,Customer_420,East,2023-07-11
421,Customer_421,East,2022-01-01
422,Customer_422,East,2022-06-17
423,Customer_423,North,2023-09-12
424,Customer_424,South,2022-01-19
425,Customer_425,North,2022-11-28
426,Customer_426,South,2023-08-07
427,Customer_427,South,2023-04-01
428,Customer_428,West,2022-04-19
429,Customer_429,South,2022-09-25
430,Customer_430,North,2023-03-21
431,Customer_431,North,2022-08-28
432,Customer_432,East,2022-10-28
433,Customer_433,East,2023-08-25
434,Customer_434,North,2022-04-13
435,Customer_435,North,2022-09-07
436,Customer_436,East,2023-03-29
437,Customer_437,North,2023-06-04
438,Customer_438,West,2022-06-02
439,Customer_439,East,2022-06-23
440,Customer_440,North,2022-12-09
441,Customer_441,North,2023-11-01
442,Customer_442,West,2023-03-07
443,Customer_443,South,2023-11-20
444,Customer_444,South,2023-11-18
445,Customer_445,West,2023-10-20
446,Customer_446,West,2022-11-20
447,Customer_447,West,2023-11-04
448,Customer_448,East,2023-10-01
449,Customer_449,South,2023-02-24
450,Customer_450,North,2023-08-17
451,Customer_451,East,2023-04-30
452,Customer_452,East,2023-10-21
453,Customer_453,South,2023-02-16
454,Customer_454,West,2022-03-25
455,Customer_455,North,2022-04-23
456,Customer_456,South,2022-11-28
457,Customer_457,North,2023-01-13
458,Customer_458,South,2023-10-17
459,Customer_459,North,2022-02-10
460,Customer_460,North,2022-04-15
461,Customer_461,North,2022-07-21
462,Customer_462,East,2023-03-26
463,Customer_463,East,2022-09-23
464,Customer_464,East,2022-07-29
465,Customer_465,West,2023-07-17
466,Customer_466,South,2022-04-28
467,Customer_467,North,2023-01-12
468,Customer_468,West,2023-07-05
469,Customer_469,North,2023-06-24
470,Customer_470,West,2022-03-25
471,Customer_471,North,2023-03-30
472,Customer_472,West,2023-10-29
473,Customer_473,North,2023-09-21
474,Customer_474,West,2023-05-29
475,Customer_475,South,2023-08-28
476,Customer_476,West,2023-11-09
477,Customer_477,North,2023-01-22
478,Customer_478,East,2022-12-16
479,Customer_479,West,2022-10-23
480,Customer_480,South,2022-09-15
481,Customer_481,East,2022-03-22
482,Customer_482,East,2022-09-25
483,Customer_483,South,2023-02-23
484,Customer_484,East,2022-08-23
485,Customer_485,East,2022-11-07
486,Customer_486,West,2022-12-23
487,Customer_487,North,2022-08-01
488,Customer_488,North,2023-07-28
489,Customer_489,West,2022-02-18
490,Customer_490,West,2022-05-07
491,Customer_491,South,2022-08-11
492,Customer_492,East,2022-10-06
493,Customer_493,North,2023-02-12
494,Customer_494,North,2023-05-20
495,Customer_495,South,2022-10-21
496,Customer_496,South,2022-10-04
497,Customer_497,East,2023-03-14
498,Customer_498,North,2022-04-17
499,Customer_499,West,2023-10-20
500,Customer_500,West,2023-02-24
501,Customer_501,East,2023-09-03
502,Customer_502,South,2023-03-05
503,Customer_503,South,2023-01-10
504,Customer_504,West,2022-03-14
505,Customer_505,East,2023-09-26
506,Customer_506,North,2022-01-30
507,Customer_507,West,2022-07-07
508,Customer_508,West,2022-12-30
509,Customer_509,West,2023-03-27
510,Customer_510,East,2022-07-14
511,Customer_511,East,2022-06-05
512,Customer_512,South,2022-06-21
513,Customer_513,West,2022-02-10
514,Customer_514,West,2022-03-04
515,Customer_515,North,2022-01-23
516,Customer_516,North,2022-12-26
517,Customer_517,South,2022-03-16
518,Customer_518,West,2023-07-14
519,Customer_519,West,2023-11-03
520,Customer_520,North,2022-04-28
521,Customer_521,East,2023-09-04
522,Customer_522,South,2023-01-15
523,Customer_523,West,2023-11-10
524,Customer_524,West,2022-10-17
525,Customer_525,West,2023-03-16
526,Customer_526,South,2023-10-30
527,Customer_527,South,2022-01-07
528,Customer_528,North,2022-07-15
529,Customer_529,North,2023-02-25
530,Customer_530,West,2023-07-22
531,Customer_531,West,2022-07-12
532,Customer_532,West,2023-07-13
533,Customer_533,West,2022-05-28
534,Customer_534,East,2023-10-31
535,Customer_535,East,2022-07-21
536,Customer_536,West,2023-03-20
537,Customer_537,West,2023-02-23
538,Customer_538,North,2023-03-03
539,Customer_539,South,2023-04-24
540,Customer_540,North,2023-04-20
541,Customer_541,West,2022-05-06
542,Customer_542,East,2023-01-30
543,Customer_543,North,2023-07-30
544,Customer_544,East,2022-11-21
545,Customer_545,East,2023-01-27
546,Customer_546,South,2023-11-19
547,Customer_547,North,2023-09-20
548,Customer_548,East,2023-03-16
549,Customer_549,South,2022-07-23
550,Customer_550,East,2023-05-01
551,Customer_551,South,2022-01-31
552,Customer_552,West,2023-01-23
553,Customer_553,East,2023-09-17
554,Customer_554,East,2023-03-10
555,Customer_555,West,2023-01-11
556,Customer_556,South,2022-12-10
557,Customer_557,North,2023-03-19
558,Customer_558,North,2023-08-02
559,Customer_559,East,2022-03-16
560,Customer_560,East,2023-07-11
561,Customer_561,East,2023-10-28
562,Customer_562,North,2022-06-04
563,Customer_563,North,2023-03-06
564,Customer_564,North,2022-12-29
565,Customer_565,South,2023-03-24
566,Customer_566,East,2022-08-22
567,Customer_567,South,2023-07-17
568,Customer_568,South,2022-09-19
569,Customer_569,West,2022-05-05
570,Customer_570,South,2022-09-02
571,Customer_571,South,2023-06-26
572,Customer_572,East,2023-04-30
573,Customer_573,South,2022-05-02
574,Customer_574,East,2022-05-05
575,Customer_575,West,2023-07-03
576,Customer_576,West,2022-06-19
577,Customer_577,North,2022-05-04
578,Customer_578,West,2022-02-04
579,Customer_579,South,2022-03-28
580,Customer_580,North,2023-10-08
581,Customer_581,South,2022-07-20
582,Customer_582,West,2023-01-04
583,Customer_583,South,2022-03-18
584,Customer_584,South,2022-02-28
585,Customer_585,East,2023-03-07
586,Customer_586,North,2023-09-30
587,Customer_587,North,2023-05-15
588,Customer_588,North,2022-04-19
589,Customer_589,North,2022-10-05
590,Customer_590,North,2022-03-09
591,Customer_591,North,2022-03-10
592,Customer_592,East,2022-06-14
593,Customer_593,North,2023-05-04
594,Customer_594,South,2022-11-01
595,Customer_595,West,2023-11-05
596,Customer_596,South,2022-12-31
597,Customer_597,East,2023-01-14
598,Customer_598,North,2022-12-09
599,Customer_599,North,2023-07-08
600,Customer_600,North,2022-12-20
601,Customer_601,North,2023-02-20
602,Customer_602,North,2022-04-19
603,Customer_603,North,2023-07-17
604,Customer_604,North,2023-05-12
605,Customer_605,North,2022-12-07
606,Customer_606,South,2023-01-18
607,Customer_607,North,2023-06-17
608,Customer_608,South,2022-10-27
609,Customer_609,South,2022-05-19
610,Customer_610,East,2022-12-25
611,Customer_611,North,2023-05-14
612,Customer_612,East,2023-01-20
613,Customer_613,East,2023-08-27
614,Customer_614,North,2022-10-07
615,Customer_615,West,2023-09-29
616,Customer_616,West,2023-04-28
617,Customer_617,North,2022-04-21
618,Customer_618,North,2022-05-19
619,Customer_619,West,2023-03-11
620,Customer_620,East,2023-05-24
621,Customer_621,North,2022-09-30
622,Customer_622,North,2022-04-09
623,Customer_623,South,2022-04-14
624,Customer_624,South,2022-08-02
625,Customer_625,East,2023-10-26
626,Customer_626,South,2022-06-14
627,Customer_627,South,2023-06-04
628,Customer_628,East,2022-10-11
629,Customer_629,North,2023-06-01
630,Customer_630,North,2023-10-19
631,Customer_631,East,2023-09-05
632,Customer_632,West,2022-06-13
633,Customer_633,South,2023-10-21
634,Customer_634,South,2022-03-05
635,Customer_635,North,2022-04-01
636,Customer_636,South,2022-04-27
637,Customer_637,South,2022-09-24
638,Customer_638,North,2023-11-16
639,Customer_639,North,2023-07-13
640,Customer_640,South,2022-05-20
641,Customer_641,North,2022-09-03
642,Customer_642,South,2023-10-23
643,Customer_643,North,2023-01-30
644,Customer_644,South,2023-05-02
645,Customer_645,North,2023-04-21
646,Customer_646,West,2023-06-01
647,Customer_647,East,2022-07-03
648,Customer_648,East,2022-01-20
649,Customer_649,East,2023-07-12
650,Customer_650,South,2023-06-08
651,Customer_651,North,2023-08-05
652,Customer_652,South,2023-06-13
653,Customer_653,East,2022-05-27
654,Customer_654,East,2023-10-28
655,Customer_655,South,2022-10-31
656,Customer_656,North,2023-09-12
657,Customer_657,North,2023-08-05
658,Customer_658,South,2023-11-26
659,Customer_659,East,2022-08-16
660,Customer_660,East,2022-04-12
661,Customer_661,South,2023-08-10
662,Customer_662,West,2023-02-21
663,Customer_663,East,2022-08-04
664,Customer_664,North,2023-02-11
665,Customer_665,North,2023-02-03
666,Customer_666,North,2023-05-14
667,Customer_667,North,2023-04-10
668,Customer_668,North,2023-11-22
669,Customer_669,North,2022-03-23
670,Customer_670,North,2023-08-27
671,Customer_671,North,2023-11-18
672,Customer_672,West,2022-12-31
673,Customer_673,North,2022-06-12
674,Customer_674,South,2022-02-17
675,Customer_675,South,2023-05-26
676,Customer_676,West,2022-11-25
677,Customer_677,North,2022-04-26
678,Customer_678,South,2022-12-03
679,Customer_679,West,2022-05-27
680,Customer_680,West,2023-07-29
681,Customer_681,West,2022-11-19
682,Customer_682,North,2023-03-19
683,Customer_683,North,2022-01-13
684,Customer_684,East,2023-05-09
685,Customer_685,West,2022-10-14
686,Customer_686,East,2022-04-24
687,Customer_687,East,2023-04-25
688,Customer_688,North,2022-01-22
689,Customer_689,East,2022-12-15
690,Customer_690,North,2023-11-14
691,Customer_691,South,2023-07-20
692,Customer_692,South,2022-11-16
693,Customer_693,South,2022-05-06
694,Customer_694,North,2022-10-04
695,Customer_695,North,2022-07-23
696,Customer_696,East,2022-07-13
697,Customer_697,North,2023-11-12
698,Customer_698,East,2023-10-26
699,Customer_699,North,2023-07-01
700,Customer_700,South,2023-11-27
701,Customer_701,South,2022-10-13
702,Customer_702,North,2022-02-26
703,Customer_703,South,2022-10-30
704,Customer_704,North,2022-06-12
705,Customer_705,North,2022-01-19
706,Customer_706,West,2023-01-05
707,Customer_707,South,2022-09-21
708,Customer_708,West,2022-04-23
709,Customer_709,North,2023-05-03
710,Customer_710,East,2022-11-23
711,Customer_711,East,2023-06-26
712,Customer_712,East,2023-10-09
713,Customer_713,South,2023-08-02
714,Customer_714,South,2022-03-06
715,Customer_715,South,2022-10-19
716,Customer_716,West,2022-01-25
717,Customer_717,West,2023-07-03
718,Customer_718,West,2022-01-01
719,Customer_719,North,2023-07-03
720,Customer_720,East,2022-05-21
721,Customer_721,West,2023-10-10
722,Customer_722,North,2022-07-07
723,Customer_723,North,2022-05-08
724,Customer_724,East,2022-07-20
725,Customer_725,East,2022-05-07
726,Customer_726,West,2022-09-14
727,Customer_727,North,2023-11-07
728,Customer_728,East,2023-07-01
729,Customer_729,North,2022-07-13
730,Customer_730,North,2022-04-14
731,Customer_731,North,2023-06-19
732,Customer_732,West,2022-09-22
733,Customer_733,East,2023-01-19
734,Customer_734,South,2022-09-17
735,Customer_735,South,2023-02-18
736,Customer_736,West,2022-12-24
737,Customer_737,South,2022-03-16
738,Customer_738,West,2022-12-21
739,Customer_739,South,2023-08-07
740,Customer_740,South,2022-07-07
741,Customer_741,South,2023-11-16
742,Customer_742,South,2022-10-17
743,Customer_743,East,2022-02-14
744,Customer_744,South,2023-07-27
745,Customer_745,North,2022-03-24
746,Customer_746,West,2022-05-03
747,Customer_747,South,2022-12-24
748,Customer_748,South,2023-06-12
749,Customer_749,West,2022-03-07
750,Customer_750,East,2023-10-19
751,Customer_751,North,2023-01-10
752,Customer_752,West,2022-06-11
753,Customer_753,East,2023-01-15
754,Customer_754,South,2023-10-18
755,Customer_755,North,2022-12-24
756,Customer_756,East,2022-07-07
757,Customer_757,East,2022-11-18
758,Customer_758,South,2023-03-26
759,Customer_759,West,2023-04-19
760,Customer_760,East,2022-01-13
761,Customer_761,North,2022-07-03
762,Customer_762,South,2022-04-21
763,Customer_763,North,2023-05-23
764,Customer_764,East,2022-10-17
765,Customer_765,North,2022-10-22
766,Customer_766,East,2023-03-27
767,Customer_767,East,2022-08-03
768,Customer_768,West,2023-09-24
769,Customer_769,South,2023-07-21
770,Customer_770,West,2022-01-27
771,Customer_771,North,2023-09-22
772,Customer_772,West,2022-08-19
773,Customer_773,North,2023-07-19
774,Customer_774,South,2022-11-17
775,Customer_775,East,2022-08-21
776,Customer_776,North,2023-11-01
777,Customer_777,North,2023-03-13
778,Customer_778,East,2023-06-17
779,Customer_779,East,2023-02-07
780,Customer_780,East,2022-02-22
781,Customer_781,East,2022-11-09
782,Customer_782,South,2022-10-08
783,Customer_783,North,2022-01-31
784,Customer_784,South,2022-12-03
785,Customer_785,North,2022-07-02
786,Customer_786,West,2022-01-23
787,Customer_787,East,2023-06-28
788,Customer_788,South,2023-03-22
789,Customer_789,South,2022-03-15
790,Customer_790,West,2022-01-10
791,Customer_791,North,2023-04-29
792,Customer_792,East,2023-04-01
793,Customer_793,South,2023-07-20
794,Customer_794,East,2023-07-18
795,Customer_795,North,2023-10-22
796,Customer_796,West,2022-06-09
797,Customer_797,West,2022-01-14
798,Customer_798,East,2022-06-27
799,Customer_799,East,2023-02-16
800,Customer_800,West,2022-02-22
801,Customer_801,East,2023-02-12
802,Customer_802,North,2022-01-22
803,Customer_803,East,2022-01-30
804,Customer_804,East,2022-09-17
805,Customer_805,South,2022-07-24
806,Customer_806,East,2022-02-28
807,Customer_807,West,2023-04-16
808,Customer_808,West,2023-04-11
809,Customer_809,South,2022-01-12
810,Customer_810,North,2023-09-23
811,Customer_811,West,2022-10-17
812,Customer_812,West,2022-12-20
813,Customer_813,North,2023-10-01
814,Customer_814,West,2022-03-16
815,Customer_815,West,2023-07-15
816,Customer_816,South,2023-08-14
817,Customer_817,East,2023-03-17
818,Customer_818,South,2022-08-29
819,Customer_819,North,2022-06-03
820,Customer_820,South,2022-04-06
821,Customer_821,West,2022-10-21
